48.00,1.00,240.00,240.00,1.00,48.00,49.00,1.00,50.00,1.00,1.00,240.00,0.00
49.00,4.00,240.00,240.00,1.00,49.00,50.00,1.00,51.00,1.00,4.00,240.00,0.00
50.00,4.00,240.00,240.00,1.00,50.00,51.00,1.00,52.00,1.00,4.00,0.00,240.00
51.00,3.00,240.00,240.00,1.00,51.00,52.00,1.00,53.00,1.00,3.00,240.00,0.00
52.00,2.00,240.00,240.00,1.00,52.00,53.00,1.00,54.00,1.00,2.00,20.00,220.00
53.00,4.00,240.00,240.00,1.00,53.00,54.00,1.00,55.00,1.00,4.00,0.00,240.00
54.00,1.00,240.00,240.00,1.00,54.00,55.00,1.00,56.00,1.00,1.00,0.00,240.00
55.00,2.00,240.00,240.00,1.00,55.00,56.00,1.00,57.00,1.00,2.00,20.00,220.00
56.00,3.00,240.00,240.00,1.00,56.00,57.00,1.00,58.00,1.00,3.00,0.00,240.00
57.00,3.00,240.00,240.00,1.00,57.00,58.00,1.00,59.00,1.00,3.00,0.00,240.00
58.00,1.00,240.00,240.00,1.00,58.00,59.00,1.00,60.00,1.00,1.00,0.00,240.00
59.00,4.00,240.00,240.00,1.00,59.00,60.00,1.00,61.00,1.00,4.00,240.00,0.00
60.00,2.00,240.00,240.00,1.00,60.00,61.00,1.00,62.00,1.00,2.00,20.00,220.00
61.00,4.00,240.00,240.00,1.00,61.00,62.00,1.00,63.00,1.00,4.00,0.00,240.00
62.00,4.00,240.00,240.00,1.00,62.00,63.00,1.00,64.00,1.00,4.00,0.00,240.00
63.00,4.00,240.00,240.00,1.00,63.00,64.00,1.00,65.00,1.00,4.00,0.00,240.00
64.00,4.00,240.00,240.00,1.00,64.00,65.00,1.00,66.00,1.00,4.00,0.00,240.00
65.00,3.00,240.00,240.00,1.00,65.00,66.00,1.00,67.00,1.00,3.00,240.00,0.00
66.00,1.00,240.00,240.00,1.00,66.00,67.00,1.00,68.00,1.00,1.00,0.00,240.00
67.00,3.00,240.00,240.00,1.00,67.00,68.00,1.00,69.00,1.00,3.00,0.00,240.00
68.00,4.00,240.00,240.00,1.00,68.00,69.00,1.00,70.00,1.00,4.00,5.00,235.00
69.00,3.00,240.00,240.00,1.00,69.00,70.00,1.00,71.00,1.00,3.00,240.00,0.00
70.00,1.00,240.00,240.00,1.00,70.00,71.00,1.00,72.00,1.00,1.00,0.00,240.00
71.00,1.00,240.00,240.00,1.00,71.00,72.00,1.00,73.00,1.00,1.00,0.00,240.00
72.00,4.00,240.00,240.00,1.00,72.00,73.00,1.00,74.00,1.00,4.00,240.00,0.00
73.00,4.00,240.00,240.00,1.00,73.00,74.00,1.00,75.00,1.00,4.00,0.00,240.00
74.00,2.00,240.00,240.00,1.00,74.00,75.00,1.00,76.00,1.00,2.00,20.00,220.00
75.00,4.00,240.00,240.00,1.00,75.00,76.00,1.00,77.00,1.00,4.00,0.00,240.00
76.00,4.00,240.00,240.00,1.00,76.00,77.00,1.00,78.00,1.00,4.00,0.00,240.00
77.00,1.00,240.00,240.00,1.00,77.00,78.00,1.00,79.00,1.00,1.00,0.00,240.00
78.00,4.00,240.00,240.00,1.00,78.00,79.00,1.00,80.00,1.00,4.00,240.00,0.00
79.00,4.00,240.00,240.00,1.00,79.00,80.00,1.00,81.00,1.00,4.00,0.00,240.00
80.00,4.00,240.00,240.00,1.00,80.00,81.00,1.00,82.00,1.00,4.00,0.00,240.00
81.00,4.00,240.00,240.00,1.00,81.00,82.00,1.00,83.00,1.00,4.00,0.00,240.00
82.00,3.00,240.00,240.00,1.00,82.00,83.00,1.00,84.00,1.00,3.00,240.00,0.00
83.00,4.00,240.00,240.00,1.00,83.00,84.00,1.00,85.00,1.00,4.00,5.00,235.00
84.00,3.00,240.00,240.00,1.00,84.00,85.00,1.00,86.00,1.00,3.00,240.00,0.00
85.00,4.00,240.00,240.00,1.00,85.00,86.00,1.00,87.00,1.00,4.00,5.00,235.00
86.00,3.00,240.00,240.00,1.00,86.00,87.00,1.00,88.00,1.00,3.00,240.00,0.00
87.00,1.00,240.00,240.00,1.00,87.00,88.00,1.00,89.00,0.00,1.00,0.00,240.00
88.00,4.00,240.00,240.00,1.00,88.00,89.00,1.00,90.00,0.00,4.00,240.00,0.00
89.00,4.00,240.00,240.00,1.00,89.00,90.00,1.00,91.00,0.00,4.00,0.00,240.00
90.00,1.00,240.00,240.00,1.00,90.00,91.00,1.00,92.00,0.00,1.00,0.00,240.00
91.00,3.00,240.00,240.00,1.00,91.00,92.00,1.00,93.00,0.00,3.00,0.00,240.00
92.00,4.00,240.00,240.00,1.00,92.00,93.00,1.00,94.00,0.00,4.00,5.00,235.00
93.00,1.00,240.00,240.00,1.00,93.00,94.00,1.00,95.00,0.00,1.00,0.00,240.00
94.00,3.00,240.00,240.00,1.00,94.00,95.00,1.00,96.00,0.00,3.00,0.00,240.00
